,body,head_wear,accessories,tail,teeth
4355,Green_body,Horns,Balloon,Curved_Tail,Buck_Tooth
4356,Red_body,none,Goggles,Pointy_Tail,Braces
4357,Yellow_body,Spinner_hat,Earring,Flower_tail,Human_Teeth
4358,Scaled_ body,Spinner_hat,Earring,Flower_tail,Shark_Teeth
4359,Robot_body,Backwards_hat,none,Flower_tail,Human_Teeth
4360,Rainbow_body,Horns,none,Heart_Tail,none
4361,Alien_body,none,none,Pointy_Tail,none
4362,Blue_body,Fin,Wings,Heart_Tail,none
4363,Blue_body,none,Moustache,Heart_Tail,Buck_Tooth
4364,Orange_body,Spinner_hat,Balloon,Heart_Tail,none
4365,Orange_body,Backwards_hat,Cigar,Jet_Tail,none
4366,Alien_body,Beanie,none,Flower_tail,Gold_grill
4367,Rainbow_body,none,Balloon,Heart_Tail,none
4368,Scaled_ body,none,Earring,Dragon_Tail,Buck_Tooth
4369,Red_body,Beanie,Little_fish,Pointy_Tail,Human_Teeth
4370,Alien_body,none,Wings,Propeller_Tail,Gold_grill
4371,Blue_body,none,Moustache,Pointy_Tail,Human_Teeth
4372,Green_body,Umbrella_hat,Balloon,Pointy_Tail,none
4373,Trippy_body,Afro,Earring,Fanned_Tail,Buck_Tooth
4374,Blue_body,Umbrella_hat,Wings,Curved_Tail,Shark_Teeth
4375,Orange_body,Top_hat,none,Propeller_Tail,Buck_Tooth
4376,Rainbow_body,Umbrella_hat,Earring,Curved_Tail,none
4377,Blue_body,Horns,none,Flower_tail,Braces
4378,Rainbow_body,Spinner_hat,Wings,Heart_Tail,none
4379,Black_body,Top_hat,none,Jet_Tail,Gold_grill
4380,Red_body,Beanie,Earring,Heart_Tail,Shark_Teeth
4381,Rainbow_body,Backwards_hat,Goggles,Curved_Tail,Braces
4382,Green_body,Afro,Moustache,Curved_Tail,Buck_Tooth
4383,Blue_body,Horns,none,Curved_Tail,Braces
4384,Green_body,none,Earring,Fanned_Tail,Braces
4385,Blue_body,Fin,none,Fanned_Tail,Braces
4386,Rainbow_body,Backwards_hat,none,Pointy_Tail,Braces
4387,Trippy_body,Afro,Earring,Heart_Tail,Buck_Tooth
4388,Blue_body,Backwards_hat,Wings,Propeller_Tail,none
4389,Rainbow_body,Afro,none,Jet_Tail,Shark_Teeth
4390,Green_body,none,Balloon,Curved_Tail,Human_Teeth
4391,Gold_body,none,Earring,Jet_Tail,Gold_grill
4392,Robot_body,Spinner_hat,none,Curved_Tail,Braces
4393,Red_body,none,Moustache,Pointy_Tail,Braces
4394,Green_body,Beanie,Balloon,Dragon_Tail,none
4395,Scaled_ body,Beanie,Earring,Pointy_Tail,Braces
4396,Rainbow_body,Backwards_hat,Goggles,Curved_Tail,Human_Teeth
4397,Gold_body,Spinner_hat,Earring,Pointy_Tail,Human_Teeth
4398,Red_body,Beanie,none,Propeller_Tail,Buck_Tooth
4399,Scaled_ body,Fin,Goggles,Curved_Tail,Shark_Teeth
4400,Red_body,Fin,Little_fish,Curved_Tail,Gold_grill
4401,Gold_body,none,none,Pointy_Tail,Gold_grill
4402,Blue_body,Backwards_hat,Moustache,Fanned_Tail,Braces
4403,Orange_body,Beanie,Balloon,Heart_Tail,none
4404,Yellow_body,Beanie,Goggles,Pointy_Tail,Braces
4405,Orange_body,none,Earring,Flower_tail,none
4406,Scaled_ body,Horns,Wings,Dragon_Tail,Shark_Teeth
4407,Scaled_ body,Umbrella_hat,none,Flower_tail,Human_Teeth
4408,Yellow_body,Fin,Little_fish,Heart_Tail,Braces
4409,Red_body,none,Earring,Curved_Tail,Gold_grill
4410,Black_body,Backwards_hat,none,Curved_Tail,Human_Teeth
4411,Red_body,Backwards_hat,Cigar,Pointy_Tail,Braces
4412,Yellow_body,Top_hat,Moustache,Curved_Tail,Braces
4413,Blue_body,Fin,none,Jet_Tail,Buck_Tooth
4414,Yellow_body,none,Earring,Curved_Tail,none
4415,Blue_body,Beanie,Wings,Pointy_Tail,Buck_Tooth
4416,Orange_body,none,Cigar,Heart_Tail,Shark_Teeth
4417,Blue_body,Spinner_hat,none,Heart_Tail,none
4418,Green_body,Umbrella_hat,Wings,Curved_Tail,Gold_grill
4419,Trippy_body,Spinner_hat,none,Heart_Tail,Buck_Tooth
4420,Yellow_body,Fin,Goggles,Flower_tail,Shark_Teeth
4421,Yellow_body,Horns,Moustache,Curved_Tail,Buck_Tooth
4422,Orange_body,Umbrella_hat,none,Flower_tail,Braces
4423,Green_body,Umbrella_hat,none,Flower_tail,none
4424,Green_body,Backwards_hat,none,Pointy_Tail,Human_Teeth
4425,Green_body,Spinner_hat,Earring,Fanned_Tail,none
4426,Green_body,Beanie,Little_fish,Dragon_Tail,none
4427,Rainbow_body,none,Wings,Curved_Tail,Human_Teeth
4428,Robot_body,none,none,Flower_tail,Human_Teeth
4429,Red_body,none,none,Propeller_Tail,Human_Teeth
4430,Red_body,Spinner_hat,Earring,Jet_Tail,none
4431,Green_body,Spinner_hat,Earring,Pointy_Tail,Shark_Teeth
4432,Alien_body,Top_hat,Earring,Pointy_Tail,Buck_Tooth
4433,Gold_body,Backwards_hat,none,Dragon_Tail,Human_Teeth
4434,Gold_body,Umbrella_hat,Balloon,Curved_Tail,Shark_Teeth
4435,Yellow_body,Top_hat,Balloon,Flower_tail,Gold_grill
4436,Blue_body,Umbrella_hat,none,Heart_Tail,Braces
4437,Red_body,none,Earring,Curved_Tail,Braces
4438,Orange_body,Horns,Goggles,Propeller_Tail,Buck_Tooth
4439,Red_body,none,Earring,Pointy_Tail,Braces
4440,Green_body,Afro,Moustache,Curved_Tail,none
4441,Robot_body,Beanie,Wings,Heart_Tail,Shark_Teeth
4442,Green_body,Fin,Cigar,Fanned_Tail,none
4443,Scaled_ body,none,Goggles,Dragon_Tail,none
4444,Orange_body,none,Moustache,Curved_Tail,Shark_Teeth
4445,Scaled_ body,Umbrella_hat,none,Dragon_Tail,Buck_Tooth
4446,Rainbow_body,Beanie,none,Fanned_Tail,Shark_Teeth
4447,Orange_body,Afro,Earring,Pointy_Tail,none
4448,Blue_body,Fin,Cigar,Fanned_Tail,Shark_Teeth
4449,Red_body,none,Earring,Propeller_Tail,Buck_Tooth
4450,Red_body,Beanie,Moustache,Fanned_Tail,Buck_Tooth
4451,Green_body,Umbrella_hat,Little_fish,Pointy_Tail,none
4452,Rainbow_body,Horns,Balloon,Fanned_Tail,Buck_Tooth
4453,Scaled_ body,Afro,Goggles,Fanned_Tail,none
4454,Blue_body,Beanie,Cigar,Flower_tail,Gold_grill
4455,Trippy_body,Spinner_hat,Wings,Flower_tail,none
4456,Red_body,none,Balloon,Heart_Tail,Human_Teeth
4457,Yellow_body,Backwards_hat,Wings,Curved_Tail,Shark_Teeth
4458,Rainbow_body,Afro,Wings,Fanned_Tail,Braces
4459,Green_body,Horns,Cigar,Fanned_Tail,none
4460,Red_body,Top_hat,none,Flower_tail,Buck_Tooth
4461,Red_body,Horns,Earring,Jet_Tail,Buck_Tooth
4462,Green_body,none,none,Jet_Tail,Braces
4463,Yellow_body,Umbrella_hat,Balloon,Fanned_Tail,Braces
4464,Yellow_body,Fin,Goggles,Dragon_Tail,Shark_Teeth
4465,Blue_body,Horns,Moustache,Heart_Tail,Shark_Teeth
4466,Rainbow_body,none,Moustache,Flower_tail,Human_Teeth
4467,Red_body,Fin,none,Pointy_Tail,none
4468,Blue_body,Backwards_hat,Goggles,Dragon_Tail,Shark_Teeth
4469,Red_body,Umbrella_hat,Moustache,Fanned_Tail,none
4470,Blue_body,Fin,Balloon,Curved_Tail,none
4471,Green_body,Afro,none,Dragon_Tail,Buck_Tooth
4472,Red_body,Beanie,Balloon,Pointy_Tail,Gold_grill
4473,Rainbow_body,Beanie,none,Pointy_Tail,none
4474,Orange_body,Umbrella_hat,Cigar,Flower_tail,Buck_Tooth
4475,Green_body,Horns,Wings,Heart_Tail,Braces
4476,Red_body,Horns,Moustache,Propeller_Tail,none
4477,Scaled_ body,Horns,none,Dragon_Tail,none
4478,Robot_body,Backwards_hat,Balloon,Fanned_Tail,Shark_Teeth
4479,Green_body,Umbrella_hat,Moustache,Flower_tail,Human_Teeth
4480,Red_body,Backwards_hat,Moustache,Heart_Tail,none
4481,Gold_body,Beanie,none,Curved_Tail,none
4482,Green_body,Afro,Earring,Pointy_Tail,Braces
4483,Green_body,Fin,Cigar,Heart_Tail,Buck_Tooth
4484,Rainbow_body,Afro,none,Curved_Tail,Buck_Tooth
4485,Yellow_body,none,Balloon,Jet_Tail,Shark_Teeth
4486,Yellow_body,Horns,none,Pointy_Tail,Braces
4487,Trippy_body,none,Earring,Flower_tail,none
4488,Yellow_body,Backwards_hat,Wings,Pointy_Tail,none
4489,Black_body,Afro,none,Pointy_Tail,Shark_Teeth
4490,Blue_body,Umbrella_hat,none,Flower_tail,Shark_Teeth
4491,Blue_body,Umbrella_hat,none,Flower_tail,Braces
4492,Red_body,none,Goggles,Heart_Tail,none
4493,Blue_body,Spinner_hat,Wings,Pointy_Tail,Buck_Tooth
4494,Blue_body,Spinner_hat,Balloon,Pointy_Tail,Human_Teeth
4495,Robot_body,Beanie,Earring,Curved_Tail,Braces
4496,Yellow_body,Umbrella_hat,Cigar,Fanned_Tail,Buck_Tooth
4497,Orange_body,none,Moustache,Flower_tail,Buck_Tooth
4498,Green_body,Fin,Goggles,Fanned_Tail,Braces
4499,Yellow_body,Umbrella_hat,Moustache,Flower_tail,Buck_Tooth
4500,Red_body,Top_hat,Earring,Fanned_Tail,Shark_Teeth
4501,Orange_body,Spinner_hat,Earring,Heart_Tail,Shark_Teeth
4502,Orange_body,Fin,Wings,Flower_tail,none
4503,Blue_body,Top_hat,none,Flower_tail,Braces
4504,Blue_body,Beanie,Cigar,Fanned_Tail,Shark_Teeth
4505,Trippy_body,none,none,Propeller_Tail,none
4506,Robot_body,Beanie,none,Pointy_Tail,Gold_grill
4507,Scaled_ body,Umbrella_hat,Cigar,Curved_Tail,Braces
4508,Yellow_body,Afro,none,Jet_Tail,Shark_Teeth
4509,Blue_body,none,Moustache,Heart_Tail,none
4510,Green_body,Beanie,Earring,Pointy_Tail,Buck_Tooth
4511,Scaled_ body,Top_hat,none,Pointy_Tail,none
4512,Red_body,Umbrella_hat,Earring,Fanned_Tail,Human_Teeth
4513,Yellow_body,Umbrella_hat,none,Propeller_Tail,Shark_Teeth
4514,Blue_body,Backwards_hat,Balloon,Fanned_Tail,Braces
4515,Rainbow_body,none,Earring,Flower_tail,Buck_Tooth
4516,Yellow_body,Backwards_hat,Cigar,Jet_Tail,Human_Teeth
4517,Blue_body,Fin,none,Pointy_Tail,Gold_grill
4518,Gold_body,none,none,Curved_Tail,none
4519,Robot_body,Beanie,Goggles,Curved_Tail,none
4520,Yellow_body,Umbrella_hat,Earring,Heart_Tail,Human_Teeth
4521,Orange_body,Fin,Moustache,Fanned_Tail,Human_Teeth
4522,Alien_body,Afro,none,Fanned_Tail,Human_Teeth
4523,Yellow_body,Backwards_hat,Cigar,Pointy_Tail,Braces
4524,Black_body,Backwards_hat,none,Fanned_Tail,Braces
4525,Yellow_body,Beanie,Balloon,Jet_Tail,Buck_Tooth
4526,Scaled_ body,Horns,Wings,Heart_Tail,Buck_Tooth
4527,Green_body,Beanie,none,Fanned_Tail,Human_Teeth
4528,Orange_body,Afro,Moustache,Curved_Tail,Shark_Teeth
4529,Red_body,Beanie,Wings,Flower_tail,none
4530,Green_body,Fin,Moustache,Propeller_Tail,none
4531,Red_body,Horns,none,Curved_Tail,none
4532,Rainbow_body,Afro,none,Heart_Tail,none
4533,Robot_body,none,Goggles,Pointy_Tail,Human_Teeth
4534,Red_body,none,Earring,Dragon_Tail,Braces
4535,Rainbow_body,Fin,Balloon,Curved_Tail,Human_Teeth
4536,Blue_body,Backwards_hat,Earring,Curved_Tail,Braces
4537,Red_body,Umbrella_hat,Wings,Curved_Tail,none
4538,Red_body,Horns,Earring,Jet_Tail,Shark_Teeth
4539,Orange_body,Backwards_hat,none,Curved_Tail,Human_Teeth
4540,Robot_body,Fin,none,Fanned_Tail,Gold_grill
4541,Rainbow_body,Fin,Earring,Curved_Tail,Buck_Tooth
4542,Blue_body,Umbrella_hat,none,Propeller_Tail,Buck_Tooth
4543,Green_body,Backwards_hat,Cigar,Flower_tail,none
4544,Green_body,Horns,none,Pointy_Tail,Braces
4545,Scaled_ body,Beanie,Wings,Propeller_Tail,none
4546,Rainbow_body,Afro,none,Pointy_Tail,Human_Teeth
4547,Black_body,Horns,Cigar,Curved_Tail,Shark_Teeth
4548,Red_body,Afro,none,Curved_Tail,Buck_Tooth
4549,Scaled_ body,Fin,Earring,Fanned_Tail,Buck_Tooth
4550,Scaled_ body,Beanie,Goggles,Pointy_Tail,Buck_Tooth
4551,Green_body,Afro,Wings,Jet_Tail,Gold_grill
4552,Robot_body,Fin,none,Curved_Tail,none
4553,Yellow_body,Beanie,Earring,Jet_Tail,Shark_Teeth
4554,Green_body,Fin,Earring,Fanned_Tail,Shark_Teeth
4555,Red_body,Top_hat,none,Heart_Tail,none
4556,Trippy_body,Beanie,Earring,Pointy_Tail,Gold_grill
4557,Orange_body,Backwards_hat,none,Pointy_Tail,Human_Teeth
4558,Red_body,Beanie,Moustache,Dragon_Tail,Human_Teeth
4559,Alien_body,Afro,Moustache,Flower_tail,Buck_Tooth
4560,Blue_body,Umbrella_hat,none,Pointy_Tail,Human_Teeth
4561,Orange_body,Beanie,Wings,Curved_Tail,none
4562,Orange_body,Fin,none,Flower_tail,Human_Teeth
4563,Scaled_ body,Horns,none,Propeller_Tail,none
4564,Black_body,none,none,Flower_tail,Shark_Teeth
4565,Blue_body,Beanie,Moustache,Curved_Tail,Human_Teeth
4566,Scaled_ body,Fin,Cigar,Fanned_Tail,none
4567,Yellow_body,Beanie,Cigar,Jet_Tail,none
4568,Red_body,Top_hat,Earring,Curved_Tail,Human_Teeth
4569,Scaled_ body,Afro,Earring,Fanned_Tail,Human_Teeth
4570,Red_body,Backwards_hat,Cigar,Curved_Tail,Buck_Tooth
4571,Green_body,Umbrella_hat,Moustache,Dragon_Tail,none
4572,Rainbow_body,Spinner_hat,none,Pointy_Tail,Gold_grill
4573,Blue_body,none,Cigar,Pointy_Tail,none
4574,Gold_body,Beanie,Little_fish,Flower_tail,Shark_Teeth
4575,Orange_body,Umbrella_hat,Earring,Jet_Tail,Buck_Tooth
4576,Orange_body,Afro,none,Pointy_Tail,Buck_Tooth
4577,Yellow_body,none,Balloon,Pointy_Tail,none
4578,Green_body,none,Cigar,Curved_Tail,Human_Teeth
4579,Rainbow_body,Umbrella_hat,Earring,Propeller_Tail,none
4580,Blue_body,Spinner_hat,none,Pointy_Tail,Human_Teeth
4581,Alien_body,none,Goggles,Flower_tail,Shark_Teeth
4582,Green_body,Afro,none,Dragon_Tail,Human_Teeth
4583,Rainbow_body,none,none,Dragon_Tail,Buck_Tooth
4584,Black_body,Fin,Earring,Dragon_Tail,Buck_Tooth
4585,Red_body,Umbrella_hat,Balloon,Fanned_Tail,Shark_Teeth
4586,Scaled_ body,none,none,Heart_Tail,Braces
4587,Yellow_body,Spinner_hat,Balloon,Propeller_Tail,Gold_grill
4588,Black_body,Beanie,none,Heart_Tail,Human_Teeth
4589,Yellow_body,Beanie,none,Pointy_Tail,Gold_grill
4590,Blue_body,none,none,Flower_tail,Human_Teeth
4591,Orange_body,none,Goggles,Pointy_Tail,Gold_grill
4592,Scaled_ body,Beanie,Earring,Flower_tail,Shark_Teeth
4593,Orange_body,Horns,Goggles,Pointy_Tail,Shark_Teeth
4594,Scaled_ body,Beanie,Moustache,Curved_Tail,Human_Teeth
4595,Yellow_body,none,Moustache,Flower_tail,Human_Teeth
4596,Yellow_body,Spinner_hat,none,Pointy_Tail,Buck_Tooth
4597,Yellow_body,none,Wings,Pointy_Tail,Human_Teeth
4598,Yellow_body,none,Earring,Jet_Tail,Buck_Tooth
4599,Yellow_body,Horns,Moustache,Curved_Tail,Shark_Teeth
4600,Green_body,Backwards_hat,Goggles,Curved_Tail,Braces
4601,Green_body,Backwards_hat,none,Dragon_Tail,Buck_Tooth
4602,Scaled_ body,Afro,Moustache,Fanned_Tail,none
4603,Scaled_ body,Umbrella_hat,none,Curved_Tail,Shark_Teeth
4604,Trippy_body,Beanie,Earring,Pointy_Tail,Human_Teeth
4605,Rainbow_body,Backwards_hat,Goggles,Curved_Tail,Shark_Teeth
4606,Scaled_ body,Umbrella_hat,Balloon,Jet_Tail,Buck_Tooth
4607,Rainbow_body,Fin,Little_fish,Heart_Tail,Buck_Tooth
4608,Yellow_body,Beanie,none,Propeller_Tail,Buck_Tooth
4609,Orange_body,Umbrella_hat,Moustache,Heart_Tail,Buck_Tooth
4610,Red_body,Backwards_hat,Moustache,Curved_Tail,Shark_Teeth
4611,Yellow_body,Beanie,Goggles,Curved_Tail,none
4612,Green_body,Beanie,Earring,Fanned_Tail,Buck_Tooth
4613,Alien_body,none,Moustache,Fanned_Tail,Braces
4614,Red_body,Top_hat,none,Curved_Tail,Braces
4615,Yellow_body,Spinner_hat,Wings,Heart_Tail,Buck_Tooth
4616,Green_body,Top_hat,Earring,Fanned_Tail,none
4617,Orange_body,Afro,none,Fanned_Tail,Braces
4618,Scaled_ body,Spinner_hat,Earring,Pointy_Tail,Shark_Teeth
4619,Scaled_ body,none,Goggles,Curved_Tail,Shark_Teeth
4620,Red_body,Backwards_hat,Goggles,Curved_Tail,Human_Teeth
4621,Green_body,Backwards_hat,Balloon,Dragon_Tail,Human_Teeth
4622,Yellow_body,Spinner_hat,Cigar,Heart_Tail,Gold_grill
4623,Green_body,Backwards_hat,Cigar,Propeller_Tail,none
4624,Orange_body,Beanie,Moustache,Curved_Tail,Braces
4625,Black_body,Beanie,none,Pointy_Tail,Shark_Teeth
4626,Green_body,Backwards_hat,Balloon,Dragon_Tail,none
4627,Alien_body,Backwards_hat,none,Fanned_Tail,Buck_Tooth
4628,Red_body,none,Cigar,Propeller_Tail,Shark_Teeth
4629,Trippy_body,Umbrella_hat,none,Pointy_Tail,Buck_Tooth
4630,Orange_body,none,Balloon,Dragon_Tail,Gold_grill
4631,Green_body,Beanie,Moustache,Pointy_Tail,Buck_Tooth
4632,Alien_body,none,none,Flower_tail,none
4633,Scaled_ body,Beanie,none,Fanned_Tail,Shark_Teeth
4634,Trippy_body,Fin,none,Pointy_Tail,Gold_grill
4635,Red_body,Spinner_hat,Moustache,Curved_Tail,Human_Teeth
4636,Blue_body,Fin,Moustache,Fanned_Tail,Gold_grill
4637,Blue_body,Backwards_hat,Wings,Heart_Tail,Gold_grill
4638,Green_body,none,none,Dragon_Tail,Braces
4639,Blue_body,Spinner_hat,Earring,Pointy_Tail,Buck_Tooth
4640,Orange_body,none,none,Jet_Tail,Shark_Teeth
4641,Blue_body,Backwards_hat,Balloon,Heart_Tail,none
4642,Rainbow_body,none,none,Pointy_Tail,Human_Teeth
4643,Scaled_ body,Horns,Wings,Curved_Tail,Shark_Teeth
4644,Yellow_body,Backwards_hat,Earring,Dragon_Tail,none
4645,Blue_body,Umbrella_hat,none,Jet_Tail,Shark_Teeth
4646,Yellow_body,Afro,Balloon,Pointy_Tail,Human_Teeth
4647,Blue_body,Beanie,Earring,Flower_tail,Shark_Teeth
4648,Scaled_ body,Beanie,Earring,Pointy_Tail,Buck_Tooth
4649,Black_body,none,none,Pointy_Tail,Braces
4650,Alien_body,Horns,Goggles,Curved_Tail,none
4651,Gold_body,none,none,Curved_Tail,Shark_Teeth
4652,Yellow_body,Beanie,Moustache,Fanned_Tail,Shark_Teeth
4653,Yellow_body,Horns,Moustache,Pointy_Tail,Buck_Tooth
4654,Green_body,Beanie,Moustache,Flower_tail,Human_Teeth
4655,Black_body,Top_hat,none,Heart_Tail,Buck_Tooth
4656,Blue_body,Backwards_hat,Wings,Heart_Tail,Braces
4657,Black_body,none,Balloon,Pointy_Tail,Human_Teeth
4658,Blue_body,Beanie,Wings,Flower_tail,Shark_Teeth
4659,Red_body,Spinner_hat,none,Jet_Tail,Human_Teeth
4660,Yellow_body,Beanie,Cigar,Pointy_Tail,none
4661,Yellow_body,Beanie,Wings,Heart_Tail,Buck_Tooth
4662,Trippy_body,none,Earring,Pointy_Tail,Shark_Teeth
4663,Blue_body,Spinner_hat,none,Heart_Tail,Braces
4664,Blue_body,Afro,Cigar,Curved_Tail,none
4665,Scaled_ body,Afro,Moustache,Fanned_Tail,Braces
4666,Blue_body,Umbrella_hat,Moustache,Fanned_Tail,none
4667,Scaled_ body,Umbrella_hat,none,Heart_Tail,none
4668,Robot_body,Beanie,Wings,Propeller_Tail,none
4669,Rainbow_body,Backwards_hat,none,Pointy_Tail,Shark_Teeth
4670,Red_body,Fin,none,Fanned_Tail,Human_Teeth
4671,Orange_body,Backwards_hat,Little_fish,Flower_tail,Shark_Teeth
4672,Rainbow_body,Horns,Earring,Propeller_Tail,none
4673,Green_body,Spinner_hat,none,Curved_Tail,Braces
4674,Rainbow_body,Backwards_hat,Goggles,Heart_Tail,none
4675,Blue_body,Beanie,none,Pointy_Tail,Gold_grill
4676,Green_body,Afro,Moustache,Pointy_Tail,Human_Teeth
4677,Rainbow_body,Beanie,Earring,Pointy_Tail,Buck_Tooth
4678,Blue_body,Afro,Goggles,Fanned_Tail,none
4679,Rainbow_body,Beanie,none,Heart_Tail,Buck_Tooth
4680,Green_body,Beanie,Balloon,Curved_Tail,none
4681,Black_body,Backwards_hat,Balloon,Heart_Tail,Buck_Tooth
4682,Rainbow_body,none,Moustache,Curved_Tail,Braces
4683,Black_body,none,none,Jet_Tail,none
4684,Green_body,Backwards_hat,Cigar,Curved_Tail,Braces
4685,Green_body,Beanie,Wings,Jet_Tail,Buck_Tooth
4686,Yellow_body,none,Goggles,Jet_Tail,none
4687,Yellow_body,Fin,Balloon,Curved_Tail,Gold_grill
4688,Rainbow_body,Horns,Goggles,Pointy_Tail,none
4689,Green_body,Umbrella_hat,none,Propeller_Tail,Human_Teeth
4690,Gold_body,Spinner_hat,none,Flower_tail,none
4691,Black_body,Fin,none,Flower_tail,Shark_Teeth
4692,Orange_body,Beanie,Moustache,Heart_Tail,none
4693,Red_body,Spinner_hat,none,Fanned_Tail,Human_Teeth
4694,Black_body,Backwards_hat,none,Heart_Tail,Human_Teeth
4695,Scaled_ body,Beanie,Earring,Curved_Tail,none
4696,Trippy_body,Backwards_hat,Earring,Pointy_Tail,Braces
4697,Blue_body,Fin,Earring,Fanned_Tail,Shark_Teeth
4698,Scaled_ body,Umbrella_hat,Earring,Flower_tail,none
4699,Orange_body,Beanie,Goggles,Curved_Tail,Buck_Tooth
4700,Red_body,Umbrella_hat,Moustache,Propeller_Tail,Human_Teeth
4701,Orange_body,Spinner_hat,Earring,Fanned_Tail,Braces
4702,Green_body,Beanie,none,Dragon_Tail,Shark_Teeth
4703,Rainbow_body,Beanie,Balloon,Pointy_Tail,Shark_Teeth
4704,Scaled_ body,Backwards_hat,Goggles,Pointy_Tail,Gold_grill
4705,Green_body,Umbrella_hat,Wings,Pointy_Tail,Human_Teeth
4706,Red_body,Fin,none,Propeller_Tail,none
4707,Orange_body,none,Earring,Pointy_Tail,Braces
4708,Red_body,Top_hat,Earring,Flower_tail,Human_Teeth
4709,Blue_body,Umbrella_hat,Moustache,Jet_Tail,Braces
4710,Red_body,none,Cigar,Flower_tail,Human_Teeth
4711,Red_body,none,Earring,Curved_Tail,Shark_Teeth
4712,Red_body,Afro,Cigar,Flower_tail,Braces
4713,Yellow_body,Spinner_hat,Balloon,Pointy_Tail,Human_Teeth
4714,Blue_body,Beanie,none,Propeller_Tail,Buck_Tooth
4715,Black_body,Backwards_hat,Wings,Propeller_Tail,Buck_Tooth
4716,Scaled_ body,Backwards_hat,Balloon,Curved_Tail,Shark_Teeth
4717,Red_body,Backwards_hat,Wings,Heart_Tail,Braces
4718,Scaled_ body,Beanie,Goggles,Flower_tail,Shark_Teeth
4719,Green_body,none,Cigar,Pointy_Tail,Braces
4720,Yellow_body,Umbrella_hat,Moustache,Curved_Tail,Gold_grill
4721,Blue_body,Backwards_hat,none,Pointy_Tail,Human_Teeth
4722,Red_body,Umbrella_hat,Cigar,Curved_Tail,Shark_Teeth
4723,Orange_body,Backwards_hat,Cigar,Curved_Tail,Shark_Teeth
4724,Orange_body,Top_hat,none,Curved_Tail,none
4725,Trippy_body,Beanie,none,Curved_Tail,Shark_Teeth
4726,Yellow_body,Backwards_hat,Cigar,Flower_tail,none
4727,Scaled_ body,Backwards_hat,Moustache,Fanned_Tail,Buck_Tooth
4728,Yellow_body,Afro,none,Curved_Tail,none
4729,Blue_body,Beanie,Earring,Dragon_Tail,Braces
4730,Yellow_body,Afro,Earring,Heart_Tail,Shark_Teeth
4731,Red_body,none,Balloon,Flower_tail,Human_Teeth
4732,Green_body,Beanie,Cigar,Curved_Tail,Shark_Teeth
4733,Yellow_body,Afro,Earring,Pointy_Tail,Braces
4734,Blue_body,none,Wings,Dragon_Tail,Buck_Tooth
4735,Scaled_ body,Spinner_hat,Goggles,Flower_tail,Human_Teeth
4736,Rainbow_body,none,Goggles,Dragon_Tail,Shark_Teeth
4737,Blue_body,Beanie,Balloon,Pointy_Tail,none
4738,Rainbow_body,Backwards_hat,Goggles,Curved_Tail,Buck_Tooth
4739,Red_body,Spinner_hat,Moustache,Propeller_Tail,none
4740,Red_body,Spinner_hat,Balloon,Pointy_Tail,Human_Teeth
4741,Robot_body,Beanie,Balloon,Curved_Tail,Buck_Tooth
4742,Alien_body,Backwards_hat,none,Curved_Tail,Shark_Teeth
4743,Gold_body,Fin,none,Pointy_Tail,none
4744,Orange_body,Backwards_hat,Earring,Curved_Tail,Gold_grill
4745,Blue_body,Fin,Balloon,Pointy_Tail,none
4746,Rainbow_body,Umbrella_hat,Balloon,Curved_Tail,none
4747,Yellow_body,Beanie,Earring,Pointy_Tail,Braces
4748,Yellow_body,none,Wings,Curved_Tail,none
4749,Scaled_ body,Spinner_hat,none,Dragon_Tail,Buck_Tooth
4750,Yellow_body,Horns,none,Dragon_Tail,none
4751,Rainbow_body,Horns,Moustache,Flower_tail,Shark_Teeth
4752,Blue_body,Top_hat,Moustache,Flower_tail,Buck_Tooth
4753,Red_body,Umbrella_hat,none,Heart_Tail,Braces
4754,Blue_body,Fin,Earring,Curved_Tail,Buck_Tooth
4755,Orange_body,Fin,Wings,Flower_tail,Buck_Tooth
4756,Rainbow_body,Spinner_hat,Earring,Pointy_Tail,Human_Teeth
4757,Blue_body,none,none,Dragon_Tail,Human_Teeth
4758,Robot_body,Beanie,Earring,Heart_Tail,Braces
4759,Blue_body,Fin,Moustache,Curved_Tail,Shark_Teeth
4760,Orange_body,Horns,none,Heart_Tail,Shark_Teeth
4761,Orange_body,Afro,none,Fanned_Tail,Buck_Tooth
4762,Orange_body,Beanie,Cigar,Fanned_Tail,Gold_grill
4763,Red_body,Umbrella_hat,Cigar,Pointy_Tail,Human_Teeth
4764,Trippy_body,Backwards_hat,Balloon,Fanned_Tail,Braces
4765,Blue_body,Horns,Goggles,Curved_Tail,none
4766,Gold_body,Backwards_hat,Balloon,Fanned_Tail,none
4767,Scaled_ body,Afro,Balloon,Fanned_Tail,Shark_Teeth
4768,Blue_body,Top_hat,Little_fish,Heart_Tail,Gold_grill
4769,Green_body,Umbrella_hat,Goggles,Dragon_Tail,Buck_Tooth
